Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,AVGO,ADBE,NFLX,ORCL,CSCO,INTC,AMD,QCOM,DIS,KO,PEP,PG,JNJ,MRK,ABBV,UNH,HD,WMT,COST,XOM,CVX,JPM,V,MA,BRK-B
2016-12-19,155490158786.35406,494667758695.0302,27682931250.0,18198857437.47711,1369464264.3928528,,2174265709.300995,7581737965.267181,52353031285.224915,5383686782.741547,159709402264.70947,153991695000.0,174821707107.54395,10301299920.564651,98981162842.17834,166777303833.46558,178908470338.43994,151176919052.12402,226683110450.05798,315635881467.36145,160850706608.35266,101113723983.76465,153756350249.6338,164987593374.02344,73326315275.72632,71749298806.99158,374943702207.18384,222723217888.64136,305650600791.85486,164046703794.93713,111926740989.68506,406455117503.35693
2016-12-20,155903409556.77032,494045746118.54553,27774922616.249084,18322876517.52472,1417165776.7295837,,2239258850.71373,7649380045.715332,52591698120.84198,5369524836.015701,160119960000.0,153040198925.51422,176338185661.31592,10828124795.322418,98818715308.53271,167030710349.96033,178865542944.87,150445484188.385,226308473483.35266,314656509762.8784,159166956347.73254,101016215752.02942,153803943954.3457,167021918343.50586,73572170241.26053,71924872527.90833,374985177965.46936,223291139222.7173,309586164332.58057,164592830482.02515,113007740989.68506,408937835500.3357
2016-12-21,156050048895.41626,494045746118.54553,27672710275.909424,18308145399.96338,1426059274.673462,,2227568753.5686493,7658622724.4644165,52462421832.19147,5428747336.292267,159422008717.65137,152339101582.0694,175248217830.65796,10790494511.209488,99187937808.53271,167189090933.22754,178479130889.74,150158641623.22998,225532433933.41064,313704307658.08105,156351937695.4651,99862396239.8529,153556477022.82715,166680835030.51758,72978022206.6307,71564937693.00842,374363168138.12256,223215427932.73926,310373282500.0,164130724517.97485,112607768020.62988,407929984998.32153
2016-12-22,155023583695.4689,494123486567.8787,27586850974.227905,18206936260.040283,1443307309.627533,,2235612330.8315277,7587619815.624237,52069612046.96655,5389265533.018112,160307929032.89795,152539411015.16724,175011271446.22803,10912793158.870697,98597179554.97742,166967355699.92065,178393259724.34998,151090860811.615,226040878566.58936,314057989841.91895,156746570606.91833,100203665752.02942,153794431022.82715,164975399877.9297,71287764189.64386,71139171084.8999,376809731689.22424,224843480644.989,310874170916.2903,163626616205.06287,112759107360.83984,408126641499.3286
2016-12-23,155330185824.94736,491713147050.6668,27522795724.090576,18070324947.47162,1479285457.8495026,,2288057289.1979218,7673956392.9748535,52218777870.84198,5389694856.548309,159567285377.19727,152889969238.62457,175200835784.9121,10893977568.22586,98744866301.42212,166539726916.7328,178607929448.69995,150717970947.87598,227352107950.05798,315472656309.2804,156693950781.86035,101308734247.97058,155174561318.11523,164512511717.5293,71236545137.86316,71143558083.72498,376146246103.5919,224180898533.63037,311446630418.5486,164151733705.06287,113191509010.31494,406381376004.0283
2016-12-27,156316670497.76077,492024138508.60596,27595366719.680786,18327152474.990845,1580887047.290802,,2354444570.8904266,7689562714.719772,52198892129.15802,5508140266.370773,159731876344.29932,153641146328.2776,175674728553.77197,11354948772.903442,99320852500.0,166571398199.92065,178650873220.52002,150775339460.90698,226388749916.7633,315336642262.8784,157299041958.2367,101568750000.0,154803353659.05762,164768314908.44727,71400448448.2193,71130390389.54163,376312117500.0,223802284310.9131,311732832873.3063,164571821294.93713,113288803298.9502,405471834998.32153
2016-12-28,155650131747.76077,489769309550.6668,27412746090.545654,18344495569.961548,1472143775.7015228,,2356696797.071457,7600143535.280228,51597244120.84198,5402569241.952896,159155823655.70068,152339101582.0694,173589575061.7981,10865755079.435349,97105517500.0,165193473833.46558,177706306779.47998,150043915539.09302,224970478483.35266,313132998848.80066,155931000130.31006,101194977743.91174,153661177363.76953,164536880122.0703,71000930465.69824,70673887998.82507,374446119654.6936,223215427932.73926,309478835000.0,164466807410.12573,112078080329.89502,402522062500.0
2016-12-29,155610141050.05264,489069526864.24255,27355166030.25055,18178663099.990845,1501519202.709198,,2302428732.185364,7586646589.050293,51552495511.74164,5378536946.725845,159196963549.34692,152539411015.16724,173731739276.886,10903385363.548279,97533816952.13318,165605260933.22754,178607929448.69995,150574555136.261,225719752416.7633,314194003888.3209,155325898436.2793,101942522256.08826,153280442249.6338,164573423435.0586,70949711413.91754,70726565473.2666,374653435172.6532,223045041422.27173,307296380916.2903,164529818946.07544,112175366371.15479,400801365001.67847
2016-12-30,154397035643.17703,483160244254.303,26999802620.796204,17815636304.992676,1438321471.2142944,,2291811050.640106,7455893464.307785,51189518132.58362,5312877049.11232,158209449139.2517,151337525761.37543,171883532169.34204,10668195863.548279,96293223492.8894,165066764533.38623,178006847669.21997,150058249460.90698,224997244099.88403,313432258809.2804,154878656217.4225,101763760264.20593,152328626249.6338,163330895030.51758,70806300413.58948,70278843777.90833,374280248258.2855,222817864222.7173,308727502375.5646,163878662348.8617,111613250000.0,400629276497.65015
2017-01-03,154836953659.11484,486581417237.09106,27529951965.61432,17905917192.451477,1374584778.7857056,,2327203220.176697,7522113535.53772,51453051629.15802,5471233176.469803,158620910860.7483,152940048984.83276,173447392768.85986,10752864227.096558,96588608253.5553,168012689300.07935,179466624724.34998,150086939188.385,225318349833.5266,315146185237.1216,158246156738.66272,101422490752.02942,153670690295.2881,163611066625.97656,70335076930.90439,70112044054.64172,376892651569.0613,223101832111.35864,312090633710.40344,166987365000.0,113926589340.20996,402718719001.0071
2017-01-04,154663647074.94736,484404299067.8787,27521774146.5683,17989310145.03479,1406655267.4770355,,2434452604.6504974,7468547303.924561,51781219476.51672,5553630143.451691,159402710106.35376,150736587910.347,172546989276.886,10752864227.096558,96691990102.84424,170166699066.77246,178822615551.30005,150373770811.615,226121155000.0,314629298651.19934,158193536913.60474,102852580487.82349,154108532045.6543,165060680000.0,70744835206.79474,70125211748.82507,372745961569.0613,223045041422.27173,310945742002.2583,168352673705.06287,115007589340.20996,403333256501.0071
2017-01-05,155450168088.64594,484404299067.8787,27700648991.45508,18542164799.972534,1370946471.2142944,,2431878653.7895203,7350868767.614365,52661313390.89966,5656626045.227051,158991232688.59863,151087136582.0694,172262642768.85986,10574119704.677582,96810144007.1106,170071661049.88098,179251955000.0,150172986486.969,227619702866.8213,317921137460.47974,158140917088.54675,103632627743.91174,154365511908.6914,163111616564.9414,70898492362.13684,71507879917.44995,367189412154.6936,222079556378.17383,308083499083.7097,170327104607.84912,115656187690.73486,401415902501.67847
2017-01-06,157183172906.8756,488602995186.42426,28115978741.523743,18911368984.98535,1389272556.5433502,,2456116933.980942,7448301482.334137,53849685617.41638,5624869200.6111145,158209449139.2517,151387605507.58362,172878717830.65796,10649380272.903442,96780599897.15576,172605798716.81213,179209027606.43005,149957857298.58398,227539426433.41064,316397647302.3987,158561854653.70178,103665130487.82349,154584440045.6543,162660903312.98828,69925312793.3693,71472763833.72498,366982065000.0,221189797067.26074,308119284626.6937,172679636776.96228,116488562309.26514,401686300502.01416
2017-01-09,156406997642.02118,487047919254.303,28183098724.227905,18933464755.02014,1445597957.8495026,,2480462609.1537476,7464329357.385635,53983935238.25836,5619719364.595413,160595955377.19727,151137216328.2776,173494792892.45605,10809309204.677582,96957830753.5553,171623819766.6931,177405765889.74,148380261486.969,225853560083.2367,316343225079.0405,160745466958.2367,104347669512.17651,154146598295.2881,163611066625.97656,70386295982.68509,70656333305.81665,360927901396.4081,219296697067.26074,308333943291.85486,171713422500.0,116261553298.9502,398269473502.34985
2017-01-10,156564735852.27966,486892408695.0302,28143233805.95398,18909230099.94507,1434683292.1504974,,2465340475.2464294,7616171410.331726,53829796082.19147,5574229487.514496,159073528172.14966,152138782597.23663,173163064338.68408,10762271125.242233,96928286643.60046,171655491049.88098,176203602330.78003,146243336350.708,223418399383.46863,316016774762.8784,157641055044.63196,104120156504.05884,153794431022.82715,165791583435.0586,69894586051.61667,70959203667.44995,356325072965.46936,217630774266.8152,309228390791.85486,170789210571.8994,116012919670.10498,396917483500.6714
2017-01-11,157405986250.0,491324355822.1817,28274409038.79547,18983356967.50641,1417030972.2423553,,2463838939.9852753,7567666231.870651,54192769667.80853,5600407581.853867,160925137311.40137,150986977089.653,175106053615.57007,10536489420.564651,97622426746.4447,173334359066.77246,176246529724.34998,146013862298.58398,224114162500.0,312126416032.63855,162139823957.51953,99358613008.11768,154089491659.05762,165304308282.4707,70201900362.30087,70906526193.00842,359974148776.2451,219467083577.72827,311553959751.12915,171818452410.12573,116542607360.83984,398785663997.65015
2017-01-12,156748758750.0,486814668245.697,28263166487.182617,19330702834.976196,1393853981.4949036,,2462337404.724121,7544046374.845505,53993878109.10034,5543759794.950485,161295459139.2517,150436118984.83276,173968685661.31592,10122556295.322418,97651970856.39954,170309237966.61377,175817190275.65002,146056885947.87598,224354991800.23193,311827156072.1588,163665725260.62012,99586126016.23535,154536846340.94238,164536880122.0703,69628244637.69913,71051377526.7334,358025199414.3677,219902502932.73926,308548601957.016,170915249669.11316,117515509010.31494,396770000502.01416
2017-01-13,156472724403.4195,487514450932.1213,28311206625.068665,19413856522.45331,1393719305.5152893,,2549852961.368561,7611110357.179642,53964045703.03345,5737735450.88768,161542329893.64624,150586348671.7224,174347814338.68408,9953219568.22586,98774399143.60046,171148665933.22754,175516649385.91003,145640983376.77002,224809925616.53137,311772733848.80066,164007738347.01538,100739951727.67639,154003831704.7119,164500318221.43555,68767749327.50702,71046990527.90833,358066675172.6532,220318972800.44556,310194382081.4514,170495146053.92456,117504696701.0498,397974469996.64307
2017-01-17,157734600000.0,486192626008.60596,28192638646.636963,19237570705.00183,1362457258.2244873,,2526579701.795578,7554590838.947296,53700516000.0,5702974160.09903,160883981721.49658,150185720253.7918,174395196384.42993,9238243272.903442,94801572705.68848,171006127033.38623,176976426441.04004,146558857701.41602,228021105450.05798,312507288572.1588,161745201563.7207,100528686991.88232,152918762045.6543,165584479877.9297,70089221965.37018,71902924138.3667,362254840930.9387,220129665689.0869,298924365418.5486,170684196687.088,117180401649.4751,392419064499.6643
2017-01-18,157721452642.02118,485959375000.0,28245789271.5683,19184352345.01648,1387251260.2806091,,2556395156.791687,7803866411.104202,54093325785.224915,5718852991.676331,161254303549.34692,150386039238.62457,174205632045.74585,9294689147.66121,96189841643.60046,171307058600.1587,177276967330.78003,147347650136.261,227271831516.64734,312044782697.6013,160929631087.11243,100203665752.02942,150139461068.48145,165864670061.03516,69771655638.02719,72104839945.35828,357776408138.12256,219486018621.82617,300319701334.83887,171377339607.84912,117461463958.74023,394508507003.02124
2017-01-19,157445418295.44067,484404299067.8787,28087356374.86267,19221414872.48993,1417030972.2423553,,2614309894.9813843,7826642357.0251465,54590552785.224915,5939864979.7439575,161336599032.89795,150135640507.58362,173305228553.77197,9191206090.644836,95170795205.68848,169913280466.61377,176632941779.47998,146802665675.354,226656344833.5266,310684517697.6013,158719714128.87573,99748639735.79407,151053196295.2881,164926681656.49414,69269705413.58948,71854640360.45837,351349057620.16296,218804501466.36963,298029917918.5486,171671420151.1383,117320928680.41992,391853700502.01416
2017-01-20,157734600000.0,487825472050.6668,28216828978.500366,19204546682.502747,1401534753.0841827,,2624712786.5638733,8059467696.3329315,55048000714.775085,5948018852.66304,164052287205.0476,150736587910.347,175058653491.97388,9172390500.0,92917777578.35388,170515143600.1587,177405765889.74,148064740136.261,234015317333.5266,310548503651.19934,164507600390.93018,99374867479.70581,151015130045.6543,165182503435.0586,68818968379.28772,72091672251.17493,356159201569.0613,218842357111.35864,299353682748.87085,171902457107.84912,118866759010.31494,393820228003.6926
2017-01-23,157839758806.839,489536028881.45447,28770828129.341125,19431438882.530212,1416087726.354599,,2669650528.8887024,8056093660.898209,55177280796.96655,5896091987.514496,163270503655.70068,151587924492.41638,174253032169.34204,9322911636.451721,81096177578.35388,169659873950.11902,177878049110.26,149169064863.739,232704087950.05798,309895582262.8784,162613381347.73254,99066094512.17651,151405378091.3086,168191360122.0703,68276039396.4386,71551769998.82507,352344254361.87744,218444807844.54346,299496797624.4354,172553613705.06287,118510027030.94482,390378795498.6572
2017-01-24,157695167954.55933,493890235559.27277,28944592487.182617,19539777035.04944,1446271723.2704163,,2730675425.7392883,8340798214.101791,56544655046.96655,6012820512.485504,164998661721.49658,153240517910.347,178281174938.2019,9821513125.242233,81273500000.0,170895259416.7328,179895980551.30005,150172986486.969,235112483033.29468,304046438611.6791,161034870737.2284,98448560975.64697,152699833908.6914,168179166625.97656,69044336896.4386,71841472666.27502,352841836914.3677,220300052199.55444,303110373167.41943,174822125151.1383,118823518020.62988,395073871000.6714
2017-01-25,160205771789.74152,495134290372.8485,29248507900.909424,19874293217.50641,1452470288.0382538,,2729173737.056732,8540302338.895798,56808184750.0,5987500655.937195,165204408278.50342,153741305820.69397,179134196384.42993,9736845658.870697,84081132254.79126,171116994650.03967,180840530614.08997,150029570675.354,233239298199.76807,306875792302.3987,160692857650.83313,99748639735.79407,153470817068.48145,167472631595.45898,68521894361.97281,72047775472.09167,353878509414.3677,221947039955.9021,307797269332.58057,176229436205.06287,119115392639.16016,403751137500.0
2017-01-26,160284645909.11865,499721718398.6664,29215904400.146484,19936777662.513733,1477533770.5612183,,2708152857.0861816,8611584267.76886,56126982394.32526,5963468360.710144,165122112794.9524,153941615253.7918,177996846508.02612,9896774590.644836,79869683872.60437,171148665933.22754,179509568496.17004,149355504324.646,231740729916.7633,304264065237.1216,161008555565.8722,99569877743.91174,154908054000.0,168666441778.56445,68357991051.61667,72017053084.8999,354956657672.6532,220640810777.2827,310373282500.0,174843118312.912,118239777030.94482,405398093498.9929
2017-01-27,160297783238.60168,508316913966.98,28808508689.186096,19856475217.552185,1506100756.1683655,,2712871792.568207,8676538874.588013,56678904667.80853,6131218890.743256,165533574516.44897,155143500507.58362,179987217830.65796,10037887931.77414,80150450480.27039,173112623833.46558,177963920275.65002,148408951214.44702,232061856066.58936,308453683927.8412,162455532390.213,97506000000.0,155136495068.48145,168508075030.51758,67261886930.90439,71134777388.3667,354583470758.2855,215415850733.1848,311017285791.85486,175956364848.8617,118737036041.25977,404119844996.64307
2017-01-30,159877158039.74152,503294007675.70496,28085766313.819885,19728417632.530212,1482519480.4668427,,2687990216.4382935,8571514982.385635,56594376988.25836,6078278152.351379,165533574516.44897,154392323417.9306,177333371322.63184,9981442057.016373,79219497901.9165,175710104066.77246,177663379385.91003,148710127701.41602,232142132500.0,307773551427.8412,161613657259.90295,98204793495.94116,154279851954.3457,168678616687.01172,68040424724.27368,71657118250.0,351888115930.9387,211686441422.27173,307797269332.58057,175809332589.87427,118153303298.9502,405103127501.67847
2017-01-31,159509112244.30084,499584826291.275,27912582096.01593,19564484782.49359,1471200529.8137665,,2701932539.7644043,8414611071.796417,56375595894.32526,6056327294.689178,165039817311.40137,153841455761.37543,174489978553.77197,9755660352.33879,78953511450.95825,175250791916.7328,178479130889.74,148839198649.292,234416719916.7633,308100022500.0,163086938737.94556,99309861991.88232,154289379409.42383,167594455030.51758,68368237206.63071,71964375610.45837,347865821569.0613,210796682111.35864,302788357873.3063,173729871776.96228,114698172975.15869,403480739499.6643
2017-02-01,168873006250.0,491316371549.53,27744126100.227356,19775221150.009155,1535476311.6836548,,2673082258.808136,8591338446.178436,56365653023.48328,6059340165.554047,163928851827.85034,152739730000.0,173068282169.34204,11345541874.757767,78539757254.79126,176280283833.46558,177148152393.56995,147734884863.739,233694211599.88403,308045621032.63855,163376331999.28284,98952338008.11768,154869987750.3662,167423913374.02344,67845794672.16492,71046990527.90833,343911549523.3154,210134100000.0,303933249581.4514,173162751928.1006,113263500000.0,402177923000.3357
2017-02-02,168584444948.88306,488148055950.47,27846900355.487823,19955784737.5412,1554880190.372467,,2697857053.642273,8606523214.616776,56266209140.89966,5991307232.837677,164504904516.44897,156145076328.2776,173826521446.22803,11552507988.790512,77815681774.52087,175187437266.6931,177749250551.30005,149197743649.292,234844888116.53137,308970591269.76013,168848520346.29822,98952338008.11768,153013934931.51855,166827008282.4707,68327258448.2193,73807926470.91675,346026246845.8557,212424749266.8152,302645242997.7417,173120525419.4641,113414517341.61377,400678450000.0
2017-02-03,169305848201.6754,492089112758.255,27910541306.671143,19323269199.371338,1541270462.9898071,,2695497432.4798584,8695519231.767654,57265632679.55017,6036500085.811615,166356513655.70068,156846173671.7224,173068282169.34204,11514877704.677582,78288545323.56262,174696453833.46558,178350332330.78003,150746660675.354,233908295699.76807,309161027539.52026,169137913607.6355,98594814024.35303,154070451272.46094,168081711595.45898,68122382241.0965,73882552334.8999,346399449196.2433,214999366422.27173,311911733291.85486,181071866251.67847,114967847975.15869,402989117001.3428
2017-02-06,170892915343.8568,491780004483.49,27961249469.3985,19262213985.443115,1580752242.8035736,,2764566213.4361267,8712391017.923355,56912601964.775085,6067489822.540283,164998661721.49658,156746014179.30603,171883532169.34204,12822531647.66121,78140777578.35388,173540252616.65344,178436203496.17004,149972202162.323,233881530083.2367,308508106151.19934,170847968521.9574,98562317479.70581,152775980931.51855,166266665091.55273,68019938275.89035,73316314694.18335,345445737976.6846,213882444355.011,310444826289.59656,180545983751.67847,114978629049.68262,401710868498.9929
2017-02-07,172519349948.88306,490157230258.255,28220229791.53061,19378125000.0,1605276764.3928528,,2761455747.932434,8684974767.665863,57161215464.775085,6197903835.811615,164875226344.29932,157497200820.69397,172262642768.85986,12502673784.11293,78717079676.43738,172637470000.0,179895980551.30005,151463750675.354,235513885616.53137,308725753532.63855,168901129653.70178,98416058231.73523,152795021318.11523,166461556564.9414,68521894361.97281,73531398195.35828,343206618780.4413,210872407844.54346,310265953167.41943,180440800832.21436,114989418354.03442,400506361495.9717
2017-02-08,173188276593.8568,489461751379.1275,28242351324.886322,19550083660.125732,1598269758.2244873,,2810790547.6379395,8726309517.45987,57562387998.59619,6229754330.148697,164669495483.55103,156595784492.41638,172404825061.7981,12756678874.757767,78120644698.48633,172356250000.0,180411191165.39,151578487701.41602,225813883081.0547,308508106151.19934,169216838086.39526,98351052743.91174,152585620636.23047,167959906748.04688,69464335465.69824,73926442416.27502,337857648719.5587,211232101466.36963,307546825124.4354,178989359996.64307,115118865316.77246,400358878497.31445
2017-02-09,173686704298.3246,495025552933.95996,28373898350.364685,19589436378.479004,1568220437.2882843,,2887152061.515808,8660933357.334137,57716048890.13672,6203929549.541473,165533574516.44897,157747590000.0,168044935661.31592,12624972431.77414,78105876777.64893,173131059122.08557,177105225000.0,151980056350.708,226683076918.9453,310358067381.4392,169401002215.271,98871084247.97058,152604914922.18018,168970981778.56445,70765321655.17807,75041356306.99158,339350363215.02686,212519410044.0979,311983277081.4514,198547315848.0835,115744513291.93115,403234909496.3074
2017-02-10,173293209795.53223,494561920000.0,28537636016.13617,19741996307.235718,1531029562.7117157,,2887473939.617157,8668525339.307785,57919272443.66455,6233197771.053314,167837800967.10205,157797669746.2082,167476260723.114,12775493568.22586,79760160000.0,172767378377.91443,174228614661.56006,152166495811.615,224893548720.70312,313513871388.3209,168769585349.88403,98188539024.35303,152899773750.0,170359683435.0586,69679457827.83508,75497852000.0,342169991280.4413,214014960777.2827,311267730000.0,199289721540.06958,115712145378.87573,403161167996.97876
2017-02-13,174827820343.8568,500125751033.02,28678129004.680634,19958392802.375793,1460420540.0943756,,3009416338.3369446,8718717535.486221,58315811556.33545,6163471068.649292,169072201827.85034,160101280761.37543,169656196384.42993,12690825204.677582,81133807650.75684,173384064912.79602,174400340614.08997,152768848785.55298,225762742558.59375,315255008927.8412,170400726303.1006,98334798272.32361,154079223574.9054,170384033251.95312,69423362568.93158,75480297306.99158,344160330000.0,215643027932.73926,315382193959.2743,200542534464.11133,116801634683.22754,407684192503.35693
2017-02-14,177096963303.9093,498966609741.745,28714702925.182343,19955052619.937897,1465810534.954071,,3013491824.459076,8660511804.027557,58281114667.60254,6061033524.770737,169113341721.49658,161803963477.24915,170272271446.22803,12474451295.322418,81946178523.86475,174459315395.35522,174013928558.95996,153342522973.938,224612334360.35156,316560872460.47974,172742187565.15503,98838581504.05884,155163551094.36035,172199098343.50586,70335076930.90439,76213327973.2666,343413956934.5856,213011605644.989,320426863665.16113,201493733459.93042,117448853037.26196,410388134998.32153
2017-02-15,177739651644.97375,498657501466.98,28622068465.953827,20105599284.08432,1468774948.5969543,,3000407433.6128235,8688349607.591629,58851138223.93799,6123443171.796799,170388898172.14966,164357963671.7224,170840946384.42993,12512081579.435349,83437992079.1626,174222125482.5592,173627516503.82996,152326128091.0492,232946464621.58203,318846107697.6013,171426755044.63196,100187417479.70581,156266891464.00452,173210173374.02344,70365809534.30176,76814675000.0,344823786784.97314,213106266422.27173,324111982997.7417,203094552924.04175,118290245950.31738,411199328999.3286
2017-02-16,177529805255.58472,498580209659.19495,28787855982.089996,20139956746.49048,1445193801.4030457,,2884470869.0948486,8780720464.668274,58950271111.26709,6112252501.945496,171129541827.85034,168264088358.61206,172546989276.886,12201631511.209488,84014036777.64893,175060186052.3224,176890555275.65002,154309949119.94934,232102821540.52734,321240187381.4392,171689843652.26746,99911147256.08826,155658146444.54956,172418358221.43555,70550199293.04123,77143880750.0,341257785654.1443,209528308577.72827,323897324332.58057,202792956696.167,117901913291.93115,412330094503.02124
2017-02-17,178015103801.11694,499353009824.29504,28937575905.22766,20162145751.350403,1444924192.4285889,,2919648555.5114746,8874778339.46228,59317067332.39746,6121291072.540283,173063446450.65308,168965204805.52673,172100599440.42206,12352152647.66121,83393677047.72949,174032371139.52637,177019353834.61,154352763677.74963,232869753837.89062,323362197460.47974,172031856738.66272,98435437329.48303,149922622655.63965,174196880000.0,71062395672.49298,77192164527.90833,339018666457.901,208865726466.36963,322824003710.40344,202908947075.95825,118031352024.84131,414370363504.0283
2017-02-21,179300500497.20764,498348393192.21497,29030554614.135742,20433415892.14325,1496668297.290802,,2974989189.4187927,8973475714.101791,59297239998.59619,6137646698.513031,173927525483.55103,170918267148.97156,172289310559.57794,13170612000.0,83822020000.0,173953315877.91443,178006847669.21997,156079686471.09985,234352516918.9453,325538629762.8784,172268630174.94202,98531054317.93213,152728571016.54053,176657568404.54102,73193144568.76755,77666221611.6333,339557701369.17114,211497134310.9131,325614675542.984,203976154151.9165,118078304725.3418,415230693498.9929
2017-02-22,179838275650.55847,497343835516.51,29101996854.45404,20413613251.95694,1492491028.7857056,,2933376395.717621,9032947714.46228,59217934445.06836,6191878122.081757,174915039893.64624,170717948164.1388,170166355460.28137,13434023988.790512,84338981746.21582,174127254343.03284,178607929448.69995,156151051326.59912,233764537441.40625,325157736467.36145,171768768131.02722,97782069772.64404,152728571016.54053,176937740000.0,73459485982.68509,77477473498.82507,335577055565.4144,208960372800.44556,325793548665.16113,203697763080.13916,117306549816.89453,416926823000.3357
2017-02-23,179077524948.88306,499353009824.29504,29089689928.409576,20332018146.800995,1354102721.2142944,,2745475681.5452576,8881948768.129349,58900704667.60254,6145393927.459717,176766649032.89795,170467558984.83276,170685302039.71863,13471654272.903442,84398064698.48633,173510567808.15125,178865542944.87,156336584706.64978,232972015378.41797,331088492697.6013,173242049609.06982,98706343011.5509,154659434805.45044,176279941778.56445,73049727706.79474,77187777529.08325,339101582738.3423,210171955644.989,326043992873.3063,204579364308.01392,118699988910.21729,418254207496.64307
2017-02-24,179248043903.35083,499353009824.29504,28980646234.45511,20166201297.11151,1367173487.663269,,2756307846.2104797,8873091321.744919,59138625109.86328,6165623167.9058075,177630728065.7959,171869753671.7224,172336479341.1255,13283502852.33879,84516230603.02734,174443499517.4408,179380753558.95996,156750476913.29956,232767511801.7578,333890656032.63855,174057620085.6781,98945382443.16101,155096962577.81982,177790448282.4707,74156072120.87631,77938362888.3667,336199038392.4866,208468177199.55444,323181777251.12915,205159369308.01392,118978680000.0,418426296000.6714
2017-02-27,179602170943.29834,496339277840.80505,29044228107.089996,20247319493.385315,1406924747.9438782,,2640800247.932434,8995830106.716156,58875919554.93164,6172509639.24408,175696839139.2517,171569275194.47327,172242123781.54755,14299521420.564651,83792478523.86475,174301192808.15125,178908470338.43994,155951231908.9508,232358465639.64844,332992876151.19934,173242049609.06982,99152549545.28809,157303672344.36035,176998651717.5293,73490218586.08246,77964698276.7334,338106429196.2433,211553925000.0,323539550791.85486,204161760000.0,118517771272.88818,419434146502.68555
2017-02-28,179680885855.02625,494407365862.6175,28882198649.95575,20161428567.764282,1367442968.1301117,,2681126142.9138184,8896711178.770065,58657822664.79492,6117417458.06694,175244221827.85034,171168656328.2776,170779657599.29657,13603360715.88707,83423218523.86475,174079806709.28955,180153577669.21997,157535435880.05066,232818632819.82422,332475968809.2804,173294669434.1278,98546987443.16101,157303672344.36035,176523570061.03516,72660455879.28772,77771563165.1001,337194191934.5856,212973750000.0,324219339626.6937,204022564464.11133,118399863818.66455,421376068498.9929
2017-03-01,183353447843.8568,501825817066.04004,29286243455.680847,20353251513.633728,1385095288.0382538,,2681447714.1723633,9074282464.256287,59654124443.66455,6139798797.7695465,176602058065.7959,172470691522.75085,169505884539.71863,14073739715.88707,84206047920.8374,175582001447.6776,181012272944.87,156607758091.0492,234326966162.10938,336964847460.47974,173458200915.75623,100124634317.93213,159738652422.18018,178679699877.9297,72168745948.2193,78070046527.90833,344243246280.4413,215586222800.44556,334881138540.7257,206458574843.9026,120382840183.10547,435780828999.3286
2017-03-02,182264808406.1432,494639211807.78503,29050380266.13617,20253761403.820038,1457774943.8285828,,2699673578.968048,9164966303.61557,59431073556.33545,6005510759.553909,176478622688.59863,172220302343.44482,169411528980.1407,13076535841.129303,83260743222.35107,174870431709.28955,182343251441.04004,157150093971.09985,232409606162.10938,335451453047.56165,173117623045.34912,100793935000.0,159139413827.81982,180226768282.4707,72486306413.91754,78122717304.64172,345404295654.1443,214601817155.45654,329657568416.2903,205391367767.94434,119332402362.6709,432543409799.04175
2017-03-03,183340338698.88306,496493802500.0,29024058205.410004,20276904226.444244,1449381810.6651306,,2711421518.383026,9208410428.92456,59500467333.80127,5988724549.541473,175655683549.34692,171719523984.83276,169364360198.59314,12258076488.790512,83364135571.59424,175898246622.08557,182386178834.61,157792334115.6006,231361440000.0,335885598984.1461,174427525041.04614,100937357443.16101,159985950097.27478,180056226625.97656,71738495362.30087,74734092248.82507,341921210803.7567,214961510777.2827,331434282899.3225,205994577924.04175,119771868910.21729,432026967588.501
2017-03-06,182763216096.64917,496648327159.19495,28962187149.36447,20198887758.167267,1438190779.209137,,2707541411.2472534,9192382553.873062,59554991556.33545,6109239645.080566,175161926344.29932,171218726522.75085,167807520460.28137,12267484284.11293,83378909126.89209,174996934604.64478,181098144110.26,156465028380.05066,231029104621.58203,335668526015.8539,174139346183.05206,101272007784.19495,160461532597.27478,179227886748.04688,71584838206.95877,73184631054.64172,343455430892.4866,214242123533.63037,328291354260.4065,206342584464.11133,119364557454.22363,431338402990.4175
2017-03-07,182999320803.9093,497652943791.275,29094817162.273407,20184809844.82956,1453946440.4582977,,2679302939.414978,9247635803.203583,59470728223.93799,6087288478.946686,175285361721.49658,171268815820.69397,168892582400.70343,12276892079.435349,83792478523.86475,175297375965.1184,180282392606.43005,156022596764.45007,230824581540.52734,335994135468.29224,172803239444.38934,101495108011.5509,160081072402.72522,177875728404.54102,71574597913.58948,73303147000.0,342169991280.4413,211667506378.17383,326469913979.187,206620975535.88867,118935803818.66455,431092508504.79126
2017-03-08,182317265000.0,502212158192.21497,29179932895.54596,20291697503.105164,1451295992.1360016,,2660764889.602661,9263663678.255081,59282370443.66455,6039512942.676544,175326517311.40137,170367399492.41638,168043400360.9848,12436821011.209488,85328601476.13525,175265744209.28955,180282392606.43005,155994057355.49927,230441105639.64844,336726730859.7565,172384068292.1219,102212220227.35596,159710118633.27026,178972064969.48242,71502886551.7807,72969554251.17493,335991700238.3423,207502692155.45654,325755599630.20325,206388977075.95825,118957245998.22998,430280977901.9165
